DESCRIPCION SECTOR,NOMBRE ENTIDAD
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 4 DEL MINISTERIO DE RELACIONES EXTERIORES  Y MOVILIDAD HUMANA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 7 DEL MINISTERIO DE RELACIONES EXTERIORES  Y MOVILIDAD HUMANA
ADMINISTRACION DEL ESTADO,MINISTERIO  DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,AGENCIA DE ASEGURAMIENTO DE LA CALIDAD DE SERVICIOS DE SALUD Y MEDICINA PREPAGADA ACESS
ADMINISTRACION DEL ESTADO,MINISTERIO DE ECONOMIA Y FINANZAS - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,SERVICIO DE RENTAS INTERNAS -SRI
ADMINISTRACION DEL ESTADO,SERVICIO NACIONAL DE ADUANA DEL ECUADOR - SUBDIRECCION DE APOYO REGIONAL
ADMINISTRACION DEL ESTADO,SERVICIO NACIONAL DE ADUANA DEL ECUADOR - DISTRITO QUITO
ADMINISTRACION DEL ESTADO,SERVICIO NACIONAL DE ADUANA DEL ECUADOR - DISTRITO GUAYAQUIL
ADMINISTRACION DEL ESTADO,SERVICIO NACIONAL DE ADUANA DEL ECUADOR SENAE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 8 CANTONES GUAYAQUIL DURAN Y SAMBORONDON
ADMINISTRACION DEL ESTADO,COORDINACION DE EDUCACION ZONAL 6
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 2
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 1
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 3
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 4
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 5
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL DE EDUCACION ZONA 7
ADMINISTRACION DEL ESTADO,SUBSECRETARIA DE EDUCACION DEL DISTRITO METROPOLITANO DE QUITO
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D08 SIGSIG - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 04D01 SAN PEDRO DE HUACA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 04D02 MONTUFAR BOLIVAR - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 04D03 ESPEJO MIRA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D01 ESMERALDAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D02 ELOY ALFARO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D03 MUISNE ATACAMES - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D04 QUININDE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D05 SAN LORENZO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 08D06 RIO VERDE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 10D01 IBARRA PIMAMPIRO SAN MIGUEL DE URCUQUI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 10D02 ANTONIO ANTE OTAVALO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 10D03 COTACACHI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 21D01 CASCALES GONZALO PIZARRO SUCUMBIOS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 21D02 LAGO AGRIO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 21D03 CUYABENO PUTUMAYO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 21D04 SHUSHUFINDI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D10 CAYAMBE PEDRO MONCAYO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D11 MEJIA RUMINAHUI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D12 PEDRO VICENTE MALDONADO PUERTO QUITO SAN MIGUEL DE LOS BANCOS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 15D01 ARCHIDONA CARLOS JULIO AROSEMENA TOLA TENA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 15D02 EL CHACO QUIJOS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 22D01 JOYA DE LOS SACHAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 22D02 ORELLANA LORETO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 22D03 AGUARICO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 16D01 PASTAZA MERA SANTA CLARA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 16D02 ARAJUNO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D01 LATACUNGA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D02 LA MANA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D03 PANGUA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D04 PUJILI SAQUISILI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D05 SIGCHOS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 05D06 SALCEDO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D01 PARROQUIAS URBANAS LA PENINSULA A SAN FRANCISCO Y PARROQUIAS RURALES AUGUSTO N.MARTINEZ A ATAHUALPA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D02 PARROQUIAS URBANAS CELIANO MONJE A PISHILATA Y PARROQUIAS RURALES HUACHI GRANDE A TOTORAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D03 BANOS DE AGUA SANTA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D04 PATATE SAN PEDRO DE PELILEO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D05 SANTIAGO DE PILLARO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 18D06 CEVALLOS A TISALEO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 06D01 RIOBAMBA CHAMBO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 06D02 ALAUSI CHUNCHI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 06D03 CUMANDA PALLATANGA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 06D04 COLTA GUAMOTE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 06D05 GUANO PENIPE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D01 PORTOVIEJO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D02 JARAMIJO MANTA MONTECRISTI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D03 JIPIJAPA PUERTO LOPEZ - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D04 24 DE MAYO SANTA ANA OLMEDO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D05 EL CARMEN - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D06 JUNIN BOLIVAR - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D07 CHONE FLAVIO ALFARO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D08 PICHINCHA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D09 PAJAN - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D10 JAMA PEDERNALES - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D11 SAN VICENTE SUCRE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 13D12 ROCAFUERTE TOSAGUA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 23D01 PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 23D02 PARROQUIAS URBANAS ABRAHAM CALAZACON BOMBOLI Y PARROQUIAS RURALES SAN JACINTO DEL BUA A PERIFERIA 2 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 23D03 LA CONCORDIA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D11 ALFREDO BAQUERIZO MORENO SIMON BOLIVAR- EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D12 NARANJAL BALAO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D13 BALZAR COLIMES PALESTINA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D14 ISIDRO AYORA LOMAS DE SARGENTILLO PEDRO CARBO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D15 EMPALME - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D16 EL TRIUNFO GRAL ANTONIO ELIZALDE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D17 MILAGRO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D18 CRNEL MARCELINO MARIDUENA NARANJITO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D19 DAULE NOBOL SANTA LUCIA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D20 SALITRE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D21 SAN JACINTO DE YAGUACHI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D22 PLAYAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D01 BABAHOYO BABA MONTALVO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D02 PUEBLO VIEJO URDANETA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D03 MOCACHE QUEVEDO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D04 QUISALOMA VENTANAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D05 PALENQUE VINCES - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 12D06 BUENA FE VALENCIA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 24D01 SANTA ELENA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 24D02 LA LIBERTAD SALINAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 02D01 GUARANDA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 02D02 CHILLANES - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 02D03 CHIMBO SAN MIGUEL - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 02D04 CALUMA ECHEANDIA LAS NAVES - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 20D01 SAN CRISTOBAL SANTA CRUZ ISABELA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D01 PARROQUIA URBANA MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES NULTI SAYAUSI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D02 PARROQUIA URBANA SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES BANOS A SANTA ANA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D03 GIRON A SANTA ISABEL - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D04 CHORDELEG GUALACEO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D05 NABON ONA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D06 EL PAN A SEVILLA DE ORO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 01D07 CAMILO PONCE ENRIQUEZ - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 03D01 AZOGUES BIBLIAN DELEG - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 03D02 CANAR EL TAMBO SUSCAL - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 03D03 LA TRONCAL - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D01 MORONA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D03 ATAHUALPA PORTOVELO ZARUMA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D04 BALSAS MARCABELI PINAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D05 ARENILLAS HUAQUILLAS LAS LAJAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 07D06 SANTA ROSA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D01 LOJA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D02 CATAMAYO CHAGUARPAMBA OLMEDO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D03 PALTAS - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D04 CELICA PINDAL PUYANGO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D05 ESPINDOLA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D06 CALVAS GONZANAMA QUILANGA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D07 MACARA SOZORANGA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D08 SARAGURO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 11D09 ZAPOTILLO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 19D01 YACUAMBI ZAMORA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR NANGARITZA PAQUISHA- EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 19D03 CHINCHIPE PALANDA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 19D04 EL PANGUI YANTZAZA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D01 XIMENA 1 PARROQUIAS RURALES PUNA ESTUARIO DEL RIO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D02 XIMENA 2 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D03 PARROQUIAS URBANAS MORENO AROCA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D04 FEBRES CORDERO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D05 TARQUI 1 TENGUEL - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D06 TARQUI 2 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D07 PASCUALES 1 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D08 PASCUALES 2 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D09 TARQUI 3 - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D10 PARROQUIAS RURALES (PROGRESO A AREA DE EXPANSION GUAYAQUIL) - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D23 SAMBORONDON - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 09D24 DURAN - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D02 PARROQUIAS RURALES CALDERON LLANO CHICO GUAYLLABAMBA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D04 PARROQUIAS URBANAS PUENGASI A ITCHIMBIA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D06 PARROQUIAS URBANAS CHILIBULO A LA FERROVIARIA Y PARROQUIAS RURALES LLOA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D08 PARROQUIAS RURALES CONOCOTO A LA MERCED - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D09 PARROQUIAS RURALES TUMBACO A TABABELA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D01 PARROQUIAS RURALES NANEGAL A NANEGALITO - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D03 PARROQUIAS URBANAS-EL CONDADO A CARCELEN Y PARROQUIAS RURALES PUELLARO A CALACALI - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D05 PARROQUIAS URBANAS LA CONCEPCION A JIPIJAPA Y PARROQUIAS RURALES NAYON ZAMBIZA - EDUCACION
ADMINISTRACION DEL ESTADO,DIRECCION DISTRITAL 17D07 PARROQUIAS URBANAS CHILLOGALLO A LA ECUATORIANA - EDUCACION
ADMINISTRACION DEL ESTADO,MINISTERIO DE EDUCACION - PLANTA  CENTRAL
ADMINISTRACION DEL ESTADO,INSTITUTO NACIONAL DE PATRIMONIO CULTURAL
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 1 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 2 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 3 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 4 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 8 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 6 - DEPORTE
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 7 - DEPORTE
ADMINISTRACION DEL ESTADO,MINISTERIO DEL DEPORTE - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,ARCHIVO HISTORICO NACIONAL
ADMINISTRACION DEL ESTADO,CORPORACION CIUDAD ALFARO
ADMINISTRACION DEL ESTADO,TEATRO BENJAMIN CARRION MORA DE LOJA
ADMINISTRACION DEL ESTADO,COMPLEJO FABRICA IMBABURA
ADMINISTRACION DEL ESTADO,MUSEO NACIONAL DEL ECUADOR MUNA
ADMINISTRACION DEL ESTADO,MUSEO ANTROPOLOGICO Y DE ARTE CONTEMPORANEO MAAC
ADMINISTRACION DEL ESTADO,MUSEO Y PARQUE ARQUEOLOGICO PUMAPUNGO
ADMINISTRACION DEL ESTADO,BIBLIOTECA NACIONAL EUGENIO ESPEJO
ADMINISTRACION DEL ESTADO,MINISTERIO DE CULTURA Y PATRIMONIO - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,CASA DE MONTALVO
ADMINISTRACION DEL ESTADO,PROYECTO DE RECONVERSION DE LA EDUCACION TECNICA Y TECNOLOGICA SUPERIOR PUBLICA DEL ECUADOR
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 1 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 3 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 4 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 6 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 7 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 8 - SENESCYT
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 9 - SENESCYT
ADMINISTRACION DEL ESTADO,SECRETARIA DE EDUCACION SUPERIOR CIENCIA TECNOLOGIA E INNOVACION - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,INSTITUTO NACIONAL DE EVALUACION EDUCATIVA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 1 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 2 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 3 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 4 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 5 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 6 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 7 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 8 - ARCSA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL 9 - ARCSA
ADMINISTRACION DEL ESTADO,AGENCIA NACIONAL DE REGULACION CONTROL Y VIGILANCIA SANITARIA ARCSA-PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,LIQUIDACION DE EMPRESAS PUBLICAS
ADMINISTRACION DEL ESTADO,MINISTERIO DE PRODUCCION COMERCIO EXTERIOR INVERSIONES Y PESCA PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,CONSEJO DE REGULACION DESARROLLO Y PROMOCION DE LA INFORMACION Y COMUNICACION
ADMINISTRACION DEL ESTADO,SERVICIO PUBLICO PARA PAGO DE ACCIDENTES DE TRANSITO - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,SECRETARIA TECNICA DEL COMITE DE COORDINACION DE LA FUNCION DE TRANSPARENCIA Y CONTROL SOCIAL
ADMINISTRACION DEL ESTADO,CONSEJO NACIONAL PARA LA  IGUALDAD DE PUEBLOS Y NACIONALIDADES
ADMINISTRACION DEL ESTADO,CONSEJO NACIONAL PARA LA  IGUALDAD DE MOVILIDAD HUMANA
ADMINISTRACION DEL ESTADO,SERVICIO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,CONSEJO DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACION SUPERIOR
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DEL AZUAY
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE BOLIVAR
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE CANAR
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE CARCHI
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE COTOPAXI
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE CHIMBORAZO
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE EL ORO
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE ESMERALDAS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE GUAYAS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE IMBABURA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE LOJA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE LOS RIOS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE MANABI
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE MORONA SANTIAGO
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE NAPO
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE PASTAZA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO PROVINCIAL DE PICHINCHA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE TUNGURAHUA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE ZAMORA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE GALAPAGOS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE SUCUMBIOS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO DE ORELLANA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA NUCLEO PROVINCIAL DE SANTA ELENA
ADMINISTRACION DEL ESTADO,CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION - PLANTA CENTRAL
ADMINISTRACION DEL ESTADO,SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA
ADMINISTRACION DEL ESTADO,SECRETARIA DEL SISTEMA DE EDUCACION INTERCULTURAL BILINGUE
ADMINISTRACION DEL ESTADO,CENTRO DE INTELIGENCIA ESTRATEGICA
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 1 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 3 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 4 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 5 y 8 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 6 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
ADMINISTRACION DEL ESTADO,COORDINACION ZONAL - 7 SERVICIO INTEGRADO DE SEGURIDAD ECU 911
