ocid,id,quantity,description,unit_name,unit_scheme,unit_amount,unit_currency,classification_id,classification_scheme
ocds-5wno2w-CE-20200001858845-2519,12975-PE-C,32,ESPONJA PARA LAVAR PLATOS FIBRA MIXTA*,,,0.215,USD,0,No Scheme
ocds-5wno2w-CE-20200001858846-2519,12870-PE-C,50,PAPEL HIGIENICO JUMBO HOJA SIMPLE BLANCO 550 METROS*,,,3.11,USD,0,No Scheme
ocds-5wno2w-CE-20200001858848-2519,12921-PE-C,50,LAVA VAJILLA 500 GR*,,,1.28,USD,0,No Scheme
ocds-5wno2w-CE-20200001858849-2519,12889-PE-C,30,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,,,3.8,USD,0,No Scheme
ocds-5wno2w-CE-20200001858851-2519,12845-PE-C,35,AMBIENTAL VARIAS FRAGANCIAS EN AEROSOL 400 CC*,,,2.88,USD,0,No Scheme
ocds-5wno2w-CE-20200001858852-2519,12834-PE-C,21,AMBIENTAL CONCENTRADO LÍQUIDO GALÓN*,,,4.87,USD,0,No Scheme
ocds-5wno2w-CE-20200001858853-2519,12893-PE-C,9,DESTAPADOR DE CAÑERIAS GALÓN*,,,5.1186,USD,0,No Scheme
ocds-5wno2w-CE-20200001858854-2519,12878-PE-C,25,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",,,2.54,USD,0,No Scheme
ocds-5wno2w-CE-20200001858855-2519,12922-PE-C,35,"FUNDA DE BASURA SEMINDUSTRIAL NEGRA 30""X36*",,,1.44,USD,0,No Scheme
ocds-5wno2w-CE-20200001858859-2519,12886-PE-C,6,DESENGRASANTE INDUSTRIAL LIQUÍDO GALÓN*,,,6.32,USD,0,No Scheme
ocds-5wno2w-CE-20200001858860-2418,13144-PE-C,70,ZAPATO DE HOMBRE DE CUERO CON CORDONES TIPO OFICINA,,,35.88,USD,293300028,CPC
ocds-5wno2w-CE-20200001858861-740377,11320-PE-C,700,RESMA DE PAPEL BOND A4 DE 75 GR*,,,2.6,USD,0,No Scheme
ocds-5wno2w-CE-20200001858862-740377,11216-PE-C,275,ESFEROGRAFICO AZUL PUNTA FINA*,,,0.0948,USD,0,No Scheme
ocds-5wno2w-CE-20200001858863-740377,11374-PE-C,100,SOBRE MANILA F5*,,,0.052,USD,0,No Scheme
ocds-5wno2w-CE-20200001858864-740377,11345-PE-C,375,PROTECTOR DE HOJA A4 PLASTI. TRANSPARE. DELGA (1 UNI)*,,,0.048,USD,0,No Scheme
ocds-5wno2w-CE-20200001858865-740377,11373-PE-C,100,SOBRE MANILA F4*,,,0.042,USD,0,No Scheme
ocds-5wno2w-CE-20200001858866-740377,11335-PE-C,25,PARES DE PILAS AA (ALCALINA)*,,,0.87,USD,0,No Scheme
ocds-5wno2w-CE-20200001858867-740377,11372-PE-C,100,SOBRE MANILA F3*,,,0.037,USD,0,No Scheme
ocds-5wno2w-CE-20200001858868-740377,11365-PE-C,375,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,,,0.34,USD,0,No Scheme
ocds-5wno2w-CE-20200001858869-740377,11245-PE-C,40,FLASH MEMORY 16 GB*,,,6.015,USD,0,No Scheme
ocds-5wno2w-CE-20200001858882-52558,7144-PE-C,2600,Mercaptopurina,,,0.15,USD,3525011272,CPC
ocds-5wno2w-CE-20200001858883-52558,13014-PE-C,5750,Ácido tranexámico,,,0.32,USD,3525015006,CPC
ocds-5wno2w-CE-20200001858884-52558,11459-PE-C,498,Citarabina,,,2.58,USD,3525015045,CPC
ocds-5wno2w-CE-20200001858885-52558,7416-PE-C,1070,Carboplatino,,,10.8,USD,3525011085,CPC
ocds-5wno2w-CE-20200001858886-52558,11466-PE-C,818,Vincristina,,,1.53188,USD,3525015289,CPC
ocds-5wno2w-CE-20200001858887-52558,11476-PE-C,124,Pemetrexed,,,23.89,USD,3525015237,CPC
ocds-5wno2w-CE-20200001858888-52558,12998-PE-C,6600,Ondansetrón,,,0.18,USD,3525015228,CPC
ocds-5wno2w-CE-20200001858889-52558,10045-PE-C,7890,Imatinib,,,2.19,USD,3525015147,CPC
ocds-5wno2w-CE-20200001858890-52558,10031-PE-C,12540,Capecitabina,,,0.599,USD,3525015032,CPC
ocds-5wno2w-CE-20200001858891-52558,7182-PE-C,3780,Buprenorfina,,,9.99,USD,3525011075,CPC
ocds-5wno2w-CE-20200001858892-52558,10034-PE-C,1372,Deferasirox 500 mg,,,5.0,USD,3525011145,CPC
ocds-5wno2w-CE-20200001858893-52558,8915-PE-C,1169,Paclitaxel,,,32.33,USD,3525011316,CPC
ocds-5wno2w-CE-20200001858894-52558,12997-PE-C,568,Docetaxel,,,34.3035,USD,3525015083,CPC
ocds-5wno2w-CE-20200001858895-52558,10065-PE-C,209,Leuprolide,,,90.0,USD,3525015171,CPC
ocds-5wno2w-CE-20200001858896-52558,13122-PE-C,869,"Metilprednisolona, succinato",,,5.33,USD,3525015201,CPC
ocds-5wno2w-CE-20200001858897-52558,13011-PE-C,375,Octreotida,,,998.0,USD,3525015225,CPC
ocds-5wno2w-CE-20200001858898-52558,7197-PE-C,588,Sunitinib,,,109.97,USD,3525011368,CPC
ocds-5wno2w-CE-20200001858899-52558,7194-PE-C,1372,Sunitinib,,,113.76,USD,3525011367,CPC
ocds-5wno2w-CE-20200001858900-52558,7190-PE-C,112,Sunitinib,,,92.61,USD,3525011366,CPC
ocds-5wno2w-CE-20200001858901-840618,11191-PE-C,8000,CD S GRABABLES SIN CAJA CD-R*,,,0.1945,USD,0,No Scheme
ocds-5wno2w-CE-20200001858902-113590,8772-PE-C,6,PANTALÓN TIPO SAFARI O DE CARGO,,,18.0,USD,881220011,CPC
ocds-5wno2w-CE-20200001858905-113590,6061-PE-C,9,002 BUZO TIPO POLO MANGA LARGA (tela pique),,,12.45,USD,881220011,CPC
ocds-5wno2w-CE-20200001858960-356596,6116-PE-C,387,UNIFORME DEPORTIVO NIÑA/NIÑO,,,4.9,USD,881220011,CPC
ocds-5wno2w-CE-20200001858961-553435,6576-PE-C,90,BORDADOS DE ALTA CALIDAD DE HASTA 10 HILOS,,,1.0,USD,881220011,CPC
ocds-5wno2w-CE-20200001858962-2783,12843-PE-C,45,TACHO DE BASURA CON TAPA Y PEDAL NEGRO 10 LT*,,,5.3,USD,0,No Scheme
ocds-5wno2w-CE-20200001858963-2783,12830-PE-C,80,RECOGEDOR DE BASURA*,,,0.945,USD,0,No Scheme
ocds-5wno2w-CE-20200001858964-2783,12896-PE-C,300,DETERGENTE EN POLVO FUNDA DE 2 KG*,,,3.423,USD,0,No Scheme
ocds-5wno2w-CE-20200001858965-2783,12925-PE-C,20,DISPENSADOR DE JABON LIQUIDO CON BOTELLA RELLENABLE HASTA DE 800 ML*,,,10.88,USD,0,No Scheme
ocds-5wno2w-CE-20200001858966-2783,12938-PE-C,50,ESCOBA DE MADERA FIBRA DE COCO DE 30 CM*,,,2.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001858967-2783,12944-PE-C,100,GUANTES DE CAUCHO NO 8 BICOLOR*,,,1.23,USD,0,No Scheme
ocds-5wno2w-CE-20200001858968-2783,12946-PE-C,100,ESCOBA DE PLASTICO FIBRA SUAVE*,,,1.17,USD,0,No Scheme
ocds-5wno2w-CE-20200001858969-2783,12910-PE-C,300,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",,,0.585,USD,0,No Scheme
ocds-5wno2w-CE-20200001858970-2783,12928-PE-C,100,"FUNDA DE BASURA USO INDUSTRIAL AMARILLA 35""X47""*",,,1.7675,USD,0,No Scheme
ocds-5wno2w-CE-20200001858971-2783,12959-PE-C,30,REPUESTO DE TRAPEO (MOPA) DE 46 CM*,,,6.44,USD,0,No Scheme
ocds-5wno2w-CE-20200001858972-2783,12872-PE-C,300,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES*,,,1.1679,USD,0,No Scheme
ocds-5wno2w-CE-20200001858973-2783,12889-PE-C,250,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,,,2.985,USD,0,No Scheme
ocds-5wno2w-CE-20200001858974-2783,12966-PE-C,15,"SET DE MOPA (MANGO, BASE, MOPA) DE 46 CM*",,,12.9,USD,0,No Scheme
ocds-5wno2w-CE-20200001858975-2783,12849-PE-C,53,ANTISARRO GALÓN*,,,3.245,USD,0,No Scheme
ocds-5wno2w-CE-20200001858976-2783,12881-PE-C,100,CEPILLO PARA SANITARIO SIN BASE PLÁSTICA*,,,0.75,USD,0,No Scheme
ocds-5wno2w-CE-20200001858977-2783,12858-PE-C,100,CERA LIQUIDA PARA PISOS ANTIDESLIZANTE GALÓN*,,,4.96,USD,0,No Scheme
ocds-5wno2w-CE-20200001858978-2783,12852-PE-C,150,ATOMIZADOR 500 CC*,,,1.2506,USD,0,No Scheme
ocds-5wno2w-CE-20200001858979-2783,12878-PE-C,300,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",,,1.895,USD,0,No Scheme
ocds-5wno2w-CE-20200001858980-289014,11365-PE-C,8,SEPARADORES PLÁSTICOS A4 FUNDA 10 U*,,,0.38,USD,0,No Scheme
ocds-5wno2w-CE-20200001858981-289014,11216-PE-C,52,ESFEROGRAFICO AZUL PUNTA FINA*,,,0.1,USD,0,No Scheme
ocds-5wno2w-CE-20200001858982-289014,11267-PE-C,1,GRAPAS 23/17 CAJA DE 1000 U*,,,0.88,USD,0,No Scheme
ocds-5wno2w-CE-20200001858983-289014,11258-PE-C,3,GRAPADORA NORMAL METALICA GRANDE*,,,3.3,USD,0,No Scheme
ocds-5wno2w-CE-20200001858984-289014,11197-PE-C,3,CERA PARA DEDOS/CREMA CONTAR BILLETES (GRANDE)*,,,0.77,USD,0,No Scheme
ocds-5wno2w-CE-20200001858985-289014,11328-PE-C,4,PERFORADORA DE ESCRITORIO GRANDE*,,,3.5,USD,0,No Scheme
ocds-5wno2w-CE-20200001858986-289014,11369-PE-C,39,SEÑALADORES TIPO BANDERITAS*,,,0.23,USD,0,No Scheme
ocds-5wno2w-CE-20200001858987-289014,11393-PE-C,1,VINCHAS METÁLICAS DE CARPETA CAJA DE 500 U*,,,6.75,USD,0,No Scheme
ocds-5wno2w-CE-20200001858988-289014,11358-PE-C,3,SACAGRAPAS*,,,0.34,USD,0,No Scheme
ocds-5wno2w-CE-20200001858989-289014,11221-PE-C,5,ESFEROGRAFICO ROJO PUNTA MEDIA*,,,0.14,USD,0,No Scheme
ocds-5wno2w-CE-20200001858990-289014,11287-PE-C,3,LAPIZ HB CON GOMA CAJA 12 UNIDADES*,,,1.79,USD,0,No Scheme
ocds-5wno2w-CE-20200001858991-289014,11240-PE-C,5,"NOTAS ADHESIVAS CUBO DE 5 COLORES 3X3""*",,,1.8,USD,0,No Scheme
ocds-5wno2w-CE-20200001858992-289014,11153-PE-C,1,APRIETA PAPELES TIPO PINZA 32 MM*,,,0.78,USD,0,No Scheme
ocds-5wno2w-CE-20200001858993-289014,11367-PE-C,17,SEPARADORES PLÁSTICOS A4 FUNDA ABECEDARIO*,,,1.228,USD,0,No Scheme
ocds-5wno2w-CE-20200001858994-289014,11366-PE-C,8,SEPARADORES PLASTICOS A4 FUNDA 12 MESES*,,,1.94,USD,0,No Scheme
ocds-5wno2w-CE-20200001858995-289014,11200-PE-C,3,CLIPS MARIPOSA CAJA DE 50 UNIDADES*,,,0.45,USD,0,No Scheme
ocds-5wno2w-CE-20200001858996-289014,11253-PE-C,5,GOMA LIQUIDA 250 GR*,,,0.44,USD,0,No Scheme
ocds-5wno2w-CE-20200001858997-289014,11259-PE-C,2,GRAPADORA NORMAL METALICA MEDIANA*,,,2.4,USD,0,No Scheme
ocds-5wno2w-CE-20200001858998-289014,11150-PE-C,1,ANILLOS ADHESIVOS REFUERZOS DE HOJAS PLÁSTICO 500U*,,,0.45,USD,0,No Scheme
ocds-5wno2w-CE-20200001858999-289014,11359-PE-C,1,SACAGRAPAS SEMI INDUSTRIAL*,,,4.34,USD,0,No Scheme
ocds-5wno2w-CE-20200001859000-289014,11271-PE-C,2,GRAPAS 23/8 CAJA DE 1000 U*,,,0.6,USD,0,No Scheme
ocds-5wno2w-CE-20200001859001-289014,11391-PE-C,13,TINTA CORRECTORA TIPO ESFERO*,,,0.23,USD,0,No Scheme
ocds-5wno2w-CE-20200001859002-289014,11242-PE-C,6,NOTAS ADHESIVAS PEQUEÑOS 1 1/2 X 2*,,,0.09,USD,0,No Scheme
ocds-5wno2w-CE-20200001859003-289014,11208-PE-C,12,CUADERNO ESPIRAL UNIVERSITARIO CUADROS 100 HOJAS*,,,0.8,USD,0,No Scheme
ocds-5wno2w-CE-20200001859004-289014,11389-PE-C,2,TIJERAS MEDIANAS DE 6 PULGADAS*,,,0.4,USD,0,No Scheme
ocds-5wno2w-CE-20200001859780-280616,12974-PE-C,22,JABÓN LÍQUIDO PARA RECARGAR GALÓN*,,,4.255,USD,0,No Scheme
ocds-5wno2w-CE-20200001859005-289014,11174-PE-C,1,CALCULADORA TIPO SUMADORA 12 DIGITOS*,,,3.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859006-289014,11331-PE-C,1,PERFORADORA INDUSTRIAL 190 HOJAS*,,,97.9,USD,0,No Scheme
ocds-5wno2w-CE-20200001859007-289014,11352-PE-C,4,REGLA PLÁSTICA 30 CM*,,,0.1457,USD,0,No Scheme
ocds-5wno2w-CE-20200001859008-289014,11204-PE-C,32,CLIPS STANDAR 43 MM METALICOS*,,,0.4,USD,0,No Scheme
ocds-5wno2w-CE-20200001859009-289014,11144-PE-C,1,AGENDA EJECUTIVA*,,,2.9,USD,0,No Scheme
ocds-5wno2w-CE-20200001859010-289014,11169-PE-C,5,BORRADOR (GRANDE) PARA LAPIZ*,,,0.1,USD,0,No Scheme
ocds-5wno2w-CE-20200001859011-289014,11274-PE-C,13,GRAPAS 26/6 CAJA DE 5000 U*,,,0.47,USD,0,No Scheme
ocds-5wno2w-CE-20200001859012-289014,11233-PE-C,6,ETIQUETAS ADHESIVAS 10 X 5.95 T-11*,,,0.22,USD,0,No Scheme
ocds-5wno2w-CE-20200001859013-289014,11162-PE-C,175,ARCHIVADORES TAMANO OFICIO LOMO 8 CMS*,,,0.995,USD,0,No Scheme
ocds-5wno2w-CE-20200001859014-289014,11298-PE-C,11,CINTA ADHESIVA TRANSPARENTE 18 X 50 YDAS*,,,0.16,USD,0,No Scheme
ocds-5wno2w-CE-20200001859015-289014,11299-PE-C,10,CINTA ADHESIVA TRANSPARENTE 18 X 25 YDAS*,,,0.18,USD,0,No Scheme
ocds-5wno2w-CE-20200001859016-289014,11214-PE-C,3,DISPENSADOR DE CINTA PEQUEÑO*,,,1.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859017-289014,11302-PE-C,3,CINTA DE EMPAQUE 48X80 YDAS COLOR TRANSPARENTE*,,,0.45,USD,0,No Scheme
ocds-5wno2w-CE-20200001859018-289014,11178-PE-C,112,CARPETAS FOLDER DE CARTULINA MANILA (VINCHA INCLUIDA)*,,,0.063,USD,0,No Scheme
ocds-5wno2w-CE-20200001859019-289014,11206-PE-C,6,CUADERNO ESPIRAL PEQUEÑO CUADROS 100 HOJAS*,,,0.57,USD,0,No Scheme
ocds-5wno2w-CE-20200001859020-289014,11161-PE-C,12,ARCHIVADORES TAMANO OFICIO LOMO 4 CMS*,,,1.15,USD,0,No Scheme
ocds-5wno2w-CE-20200001859021-289014,11320-PE-C,408,RESMA DE PAPEL BOND A4 DE 75 GR*,,,2.74,USD,0,No Scheme
ocds-5wno2w-CE-20200001859078-124140,11300-PE-C,2,CINTA DE EMBALAJE TRANSPARENTE 2 PULGADAS X 40 YDAS*,,,0.3,USD,0,No Scheme
ocds-5wno2w-CE-20200001859079-124140,11242-PE-C,1,NOTAS ADHESIVAS PEQUEÑOS 1 1/2 X 2*,,,0.13,USD,0,No Scheme
ocds-5wno2w-CE-20200001859081-124140,11247-PE-C,1,FLASH MEMORY 64 GB*,,,14.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859082-124140,11186-PE-C,15,CARPETAS PLASTICAS UN LADO TRANSPARENTE*,,,0.33,USD,0,No Scheme
ocds-5wno2w-CE-20200001859083-124140,11160-PE-C,10,ARCHIVADOR DE CARTON PLEGABLE LOMO 8 CMS NO 2*,,,0.5,USD,0,No Scheme
ocds-5wno2w-CE-20200001859084-124140,11384-PE-C,2,TACHUELAS DE COLORES CAJA 100 UNIDADES*,,,0.45,USD,0,No Scheme
ocds-5wno2w-CE-20200001859085-124140,11348-PE-C,3,PROTECTOR DE HOJAS GRUESO A-4 X 100 UNIDADES*,,,9.61,USD,0,No Scheme
ocds-5wno2w-CE-20200001859086-124140,11273-PE-C,2,GRAPAS 26/6 CAJA DE 1000 U*,,,0.24,USD,0,No Scheme
ocds-5wno2w-CE-20200001859087-124140,11392-PE-C,1,TINTA PARA ALMOHADILLA Y SELLO AZUL / NEGRA / VIOLETA / ROJA*,,,0.23,USD,0,No Scheme
ocds-5wno2w-CE-20200001859121-130071,12888-PE-C,1,DESINFECTANTE AMONIO CUATERNARIO CANECA*,,,19.5,USD,0,No Scheme
ocds-5wno2w-CE-20200001859123-130071,12930-PE-C,2,DISPENSADOR DE PAPEL HIGIENICO PARA ROLLOS JUMBO*,,,14.75,USD,0,No Scheme
ocds-5wno2w-CE-20200001859124-130071,12832-PE-C,1,AMBIENTAL CONCENTRADO LIQUIDO CANECA*,,,26.7,USD,0,No Scheme
ocds-5wno2w-CE-20200001859125-130071,12934-PE-C,4,DISPENSADOR DE TOALLAS DE MANO EN Z*,,,14.98,USD,0,No Scheme
ocds-5wno2w-CE-20200001859126-130071,12925-PE-C,4,DISPENSADOR DE JABON LIQUIDO CON BOTELLA RELLENABLE HASTA DE 800 ML*,,,16.5,USD,0,No Scheme
ocds-5wno2w-CE-20200001859127-130071,12876-PE-C,1,"CLORO LIQUIDO AL 5 POR CIENTO, CANECA*",,,14.98,USD,0,No Scheme
ocds-5wno2w-CE-20200001859128-130071,12974-PE-C,2,JABÓN LÍQUIDO PARA RECARGAR GALÓN*,,,3.978,USD,0,No Scheme
ocds-5wno2w-CE-20200001859129-130071,12872-PE-C,20,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES*,,,1.17,USD,0,No Scheme
ocds-5wno2w-CE-20200001859208-17993,8735-PE-C,2000,Morfina,,,0.78,USD,3525011297,CPC
ocds-5wno2w-CE-20200001859209-17993,10031-PE-C,20010,Capecitabina,,,0.599,USD,3525015032,CPC
ocds-5wno2w-CE-20200001859210-17993,10065-PE-C,50,Leuprolide,,,90.0,USD,3525015171,CPC
ocds-5wno2w-CE-20200001859211-17993,3625-PE-C,8010,Tamoxifeno / Tableta / 20 mg,,,0.58,USD,35200000528,CPC
ocds-5wno2w-CE-20200001859212-124523,6904-PE-C,5,CAMISA JEAN 7 ½ ONZAS CON CINTA REFLECTIVA DE 2”,,,15.67,USD,881220014,CPC
ocds-5wno2w-CE-20200001859213-124523,7480-PE-C,4,CHOMPA IMPERMEABLE CON CINTA REFLECTIVA,,,48.24,USD,881220014,CPC
ocds-5wno2w-CE-20200001859214-84548,13302-PE-C,15,*NEUMATICO 225/70R15C 112/110R DIRECCION APLICACION REGIONAL,,,123.55,USD,36111001149,CPC
ocds-5wno2w-CE-20200001859215-2485,12889-PE-C,250,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,,,2.759,USD,0,No Scheme
ocds-5wno2w-CE-20200001859216-2485,12843-PE-C,150,TACHO DE BASURA CON TAPA Y PEDAL NEGRO 10 LT*,,,5.3,USD,0,No Scheme
ocds-5wno2w-CE-20200001859217-2485,12934-PE-C,200,DISPENSADOR DE TOALLAS DE MANO EN Z*,,,11.44,USD,0,No Scheme
ocds-5wno2w-CE-20200001859219-44928,7466-PE-C,2750,Bencilpenicilina benzatínica (Penicilina G benzatínica),,,0.169,USD,3525011063,CPC
ocds-5wno2w-CE-20200001859220-44928,3475-PE-C,1837,Amoxicilina / Polvo para suspensión / 250 mg/5 ml / 100 ml,,,2.22,USD,35200000300,CPC
ocds-5wno2w-CE-20200001859221-44928,8732-PE-C,3667,Clindamicina,,,0.088888,USD,3525011108,CPC
ocds-5wno2w-CE-20200001859222-44928,7125-PE-C,275,Salbutamol,,,1.05,USD,3525011350,CPC
ocds-5wno2w-CE-20200001859223-44928,9114-PE-C,4584,"Sales de rehidratación oral: Glucosa, Cloruro de sodio, Cloruro de potasio, Citrato trisódico dihidrato",,,0.28,USD,3525011352,CPC
ocds-5wno2w-CE-20200001859224-44928,8712-PE-C,92,Carbohidratos (Dextrosa en agua),,,0.715,USD,3525011404,CPC
ocds-5wno2w-CE-20200001859225-44928,7472-PE-C,917,Cloruro de sodio,,,0.66,USD,3525011124,CPC
ocds-5wno2w-CE-20200001859226-44928,13064-PE-C,275,Insulina humana NPH (acción intermedia),,,2.67,USD,3525015154,CPC
ocds-5wno2w-CE-20200001859227-44928,10106-PE-C,73336,Amoxicilina,,,0.02712,USD,3525015015,CPC
ocds-5wno2w-CE-20200001859228-44928,7447-PE-C,9625,Amoxicilina + Ácido clavulánico,,,0.0799,USD,3525011044,CPC
ocds-5wno2w-CE-20200001859232-71391,7474-PE-C,75,PRODUCTOS CARNICOS Y HUEVOS,,,46.58,USD,2113119122,CPC
ocds-5wno2w-CE-20200001859233-130414,12874-PE-C,60,PAPEL TOALLA DE MANOS BLANCO ROLLO 100 METROS*,,,1.985,USD,0,No Scheme
ocds-5wno2w-CE-20200001859234-130414,12946-PE-C,20,ESCOBA DE PLASTICO FIBRA SUAVE*,,,1.22,USD,0,No Scheme
ocds-5wno2w-CE-20200001859235-130414,12910-PE-C,100,"FUNDA DE BASURA DOMESTICA NEGRA 23""X28""*",,,0.705,USD,0,No Scheme
ocds-5wno2w-CE-20200001859236-130414,12872-PE-C,128,PAPEL TOALLA DE MANOS BLANCO EN Z 150 UNIDADES*,,,1.185,USD,0,No Scheme
ocds-5wno2w-CE-20200001859237-130414,12965-PE-C,100,JABÓN LÍQUIDO DE FUNDA PARA RECARGAR DISPENSADOR 500 ML*,,,2.4,USD,0,No Scheme
ocds-5wno2w-CE-20200001859238-130414,12868-PE-C,100,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,,,1.285,USD,0,No Scheme
ocds-5wno2w-CE-20200001859239-130414,12912-PE-C,100,"FUNDA DE BASURA DOMESTICA ROJA 23""X28""*",,,0.8,USD,0,No Scheme
ocds-5wno2w-CE-20200001859240-130414,12878-PE-C,100,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",,,2.355,USD,0,No Scheme
ocds-5wno2w-CE-20200001859241-130414,12889-PE-C,70,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,,,2.795,USD,0,No Scheme
ocds-5wno2w-CE-20200001859242-71391,7533-PE-C,88,"CANASTA – ALMIDONES (CEREALES, GRANOS SECOS, HARINAS Y TUBÉRCULOS)",,,16.43,USD,232200411,CPC
ocds-5wno2w-CE-20200001859244-114341,6061-PE-C,24,002 BUZO TIPO POLO MANGA LARGA (tela pique),,,12.45,USD,881220011,CPC
ocds-5wno2w-CE-20200001859245-114341,7037-PE-C,9,CONJUNTO   DE   VESTIR  PARA  ENFERMERO/A   Y   TECNÓLOGO/A MÉDICO,,,23.17,USD,881220013,CPC
ocds-5wno2w-CE-20200001859246-114341,9134-PE-C,87,CONJUNTO DE VESTIR PARA AUXILIARES DE SERVICIOS DE SALUD,,,20.67,USD,881220013,CPC
ocds-5wno2w-CE-20200001859247-114341,8772-PE-C,21,PANTALÓN TIPO SAFARI O DE CARGO,,,18.0,USD,881220011,CPC
ocds-5wno2w-CE-20200001859248-114341,7915-PE-C,3,PANTALON INDIGO CON CINTA REFLECTIVA,,,17.71,USD,881220014,CPC
ocds-5wno2w-CE-20200001859249-114341,8605-PE-C,12,"ANACO KICHWA PURUHÁ ZONAS 3, 4, 5, 7 Y 8",,,13.19,USD,881220012,CPC
ocds-5wno2w-CE-20200001859250-114341,13134-PE-C,26,ZAPATO DE HOMBRE – MUJER DE CUERO TIPO BOTÍN TRABAJO DE CAMPO,,,43.56,USD,293300027,CPC
ocds-5wno2w-CE-20200001859251-440879,13405-PE-C,12,*NEUMATICO 265/70R16 112S TODA POSICION APLICACION TODO TERRENO,,,167.39,USD,36111002116,CPC
ocds-5wno2w-CE-20200001859252-440879,13327-PE-C,4,* NEUMATICO 235/60R16 100T TODA POSICION APLICACION TODO TERRENO,,,115.15,USD,36111002112,CPC
ocds-5wno2w-CE-20200001859253-440879,13317-PE-C,4,*NEUMATICO 225/70R16 103T TODA POSICION APLICACION TODO TERRENO,,,126.64,USD,3611100280,CPC
ocds-5wno2w-CE-20200001859254-440879,13345-PE-C,4,*NEUMATICO 235/65R17 108H TODA POSICION APLICACION TODO TERRENO,,,147.87,USD,3611100210,CPC
ocds-5wno2w-CE-20200001859255-440879,13363-PE-C,8,*NEUMATICO 235/75R15 109T TODA POSICION APLICACION REGIONAL,,,122.11,USD,36111002136,CPC
ocds-5wno2w-CE-20200001859256-88277,12864-PE-C,6,PAÑO DE LIMPIEZA PARA SUPERFICIES 10 UNIDADES*,,,3.22,USD,0,No Scheme
ocds-5wno2w-CE-20200001859257-88277,12909-PE-C,15,"FUNDA DE BASURA DOMESTICA AZUL 23""X28""*",,,1.33,USD,0,No Scheme
ocds-5wno2w-CE-20200001859258-88277,12918-PE-C,2,LAVA VAJILLA 1000 GR*,,,2.52,USD,0,No Scheme
ocds-5wno2w-CE-20200001859259-88277,12946-PE-C,3,ESCOBA DE PLASTICO FIBRA SUAVE*,,,2.1,USD,0,No Scheme
ocds-5wno2w-CE-20200001859260-88277,12845-PE-C,3,AMBIENTAL VARIAS FRAGANCIAS EN AEROSOL 400 CC*,,,3.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859261-88277,12941-PE-C,3,ESCOBA DE MADERA FIBRA DE COCO DE 40 CM*,,,3.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859262-88277,12977-PE-C,3,ESPONJA PARA LAVAR PLATOS FIBRA SUAVE VERDE*,,,0.22,USD,0,No Scheme
ocds-5wno2w-CE-20200001859263-88277,12895-PE-C,1,DETERGENTE EN POLVO FUNDA DE 15 KG*,,,37.22,USD,0,No Scheme
ocds-5wno2w-CE-20200001859264-88277,12842-PE-C,12,AMBIENTAL EN PASTILLAS UNIDAD*,,,0.76,USD,0,No Scheme
ocds-5wno2w-CE-20200001859265-88277,12830-PE-C,3,RECOGEDOR DE BASURA*,,,1.3,USD,0,No Scheme
ocds-5wno2w-CE-20200001859266-88277,12868-PE-C,8,PAPEL HIGIENICO JUMBO DOBLE HOJA BLANCO 250 METROS*,,,2.44,USD,0,No Scheme
ocds-5wno2w-CE-20200001859267-88277,12976-PE-C,3,TRAPEADOR DE PLANO DE 30 - 40 CM*,,,4.88,USD,0,No Scheme
ocds-5wno2w-CE-20200001859269-88277,12945-PE-C,12,GUANTES DE CAUCHO NO 8 Y MEDIO BICOLOR*,,,1.47,USD,0,No Scheme
ocds-5wno2w-CE-20200001859270-88277,12878-PE-C,12,"CLORO LIQUIDO AL 5 POR CIENTO, GALÓN*",,,2.55,USD,0,No Scheme
ocds-5wno2w-CE-20200001859271-88277,12889-PE-C,4,DESINFECTANTE AMONIO CUATERNARIO GALÓN*,,,4.0,USD,0,No Scheme
ocds-5wno2w-CE-20200001859272-2708,12968-PE-C,87,JABÓN LÍQUIDO DE FUNDA PARA RECARGAR DISPENSADOR 800 ML*,,,4.4818,USD,0,No Scheme
ocds-5wno2w-CE-20200001859273-533253,5467-PE-C,250,KITS DE UNIFORMES ESCOLARES REGIÓN COSTA,,,26.04,USD,881220012,CPC
