procuringEntity_name,Sector,NF003,NF010,NF016,NF018,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063,RF cases,Total cases,Total RF,Relacion contratos,Densidad RF
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA SAN JUAN DE POZUL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA TACAMOROS,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA UTUANA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA VILCABAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0.23076923076923078,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA YAMANA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI,GAD Provincial,1,0,0,1,0,0,0,1,0,4,0,0,1,0,5,6,8,0.8333333333333334,1.6
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS,GAD Provincial,0,0,0,0,0,0,0,2,0,7,0,0,0,0,7,46,9,0.15217391304347827,1.2857142857142858
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,GAD Provincial,0,0,0,0,0,0,0,10,0,7,0,2,0,0,17,47,19,0.3617021276595745,1.1176470588235294
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI,GAD Provincial,5,0,0,0,0,2,1,6,0,15,0,1,2,0,18,37,32,0.4864864864864865,1.7777777777777777
GOBIERNO AUTONOMO DESCENTRALIZADO DE RAMON CAMPAÑA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DE SAN MIGUEL DE IBARRA,GAD Parroquial,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,23,12,0.5217391304347826,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON 24 DE MAYO,GAD Parroquial,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,2,5,1.0,2.5
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON JARAMIJO,GAD Parroquial,1,0,0,0,0,0,0,0,0,3,0,0,1,0,3,3,5,1.0,1.6666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MARCABELI,GAD Parroquial,0,0,0,1,0,0,0,2,0,14,0,0,0,0,14,20,17,0.7,1.2142857142857142
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA,GAD Parroquial,0,0,0,0,0,0,0,4,0,15,0,0,0,0,17,34,19,0.5,1.1176470588235294
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON NANGARITZA,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,84,3,0.03571428571428571,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALANDA,GAD Parroquial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALTAS,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON QUILANGA,GAD Parroquial,1,0,0,1,0,0,0,0,0,4,0,0,0,0,4,4,6,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON RIOBAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ZAPOTILLO  ,GAD Parroquial,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,5,6,1.0,1.2
GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,GAD Municipal,0,0,0,0,0,1,0,0,0,13,0,0,1,0,13,16,15,0.8125,1.1538461538461537
GOBIERNO AUTONOMO DESCENTRALIZADO ILUSTRE MUNICIPALIDAD DEL CANTON DAULE,GAD Municipal,1,0,0,1,0,0,0,4,0,4,0,0,2,0,7,18,12,0.3888888888888889,1.7142857142857142
GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,GAD Municipal,0,0,0,0,0,0,0,3,0,24,0,1,0,0,27,32,28,0.84375,1.037037037037037
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL  DE MACHALA,GAD Municipal,0,0,0,0,0,0,0,11,0,4,0,0,0,0,15,37,15,0.40540540540540543,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE BALSAS PROVINCIA DE EL ORO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL GUABO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL PANGUI,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPEJO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPINDOLA,GAD Municipal,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,19,6,0.2631578947368421,1.2
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,GAD Municipal,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,9,8,0.6666666666666666,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MOCHA,GAD Municipal,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,22,9,0.4090909090909091,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALLATANGA,GAD Municipal,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,4,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALORA,GAD Municipal,0,0,0,0,0,0,0,15,0,9,0,0,0,0,23,74,24,0.3108108108108108,1.0434782608695652
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,GAD Municipal,0,0,0,0,0,0,1,6,0,13,0,0,0,0,19,29,20,0.6551724137931034,1.0526315789473684
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PORTOVELO,GAD Municipal,0,0,0,0,0,0,0,12,0,4,0,0,0,0,15,37,16,0.40540540540540543,1.0666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,GAD Municipal,0,0,0,0,0,0,0,1,0,7,0,0,0,0,8,15,8,0.5333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUYANGO,GAD Municipal,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,12,12,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SALINAS,GAD Municipal,2,0,0,2,0,0,1,2,0,13,0,0,2,0,14,22,22,0.6363636363636364,1.5714285714285714
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SALITRE,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN CRISTOBAL DE PATATE ,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN FERNANDO,GAD Municipal,0,0,0,0,0,0,0,1,0,8,0,1,0,0,8,8,10,1.0,1.25
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN JUAN BOSCO,GAD Municipal,0,0,0,0,0,0,0,1,0,10,0,0,0,0,11,15,11,0.7333333333333333,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE LOS BANCOS,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE URCUQUÍ,GAD Municipal,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,4,1.0,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CLARA,GAD Municipal,0,0,0,1,0,0,0,1,0,5,0,0,0,0,5,5,7,1.0,1.4
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CRUZ,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,GAD Municipal,0,0,0,2,0,0,0,3,0,24,0,0,0,0,26,29,29,0.896551724137931,1.1153846153846154
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGCHOS,GAD Municipal,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,51,10,0.19607843137254902,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG,GAD Municipal,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,7,7,0.8571428571428571,1.1666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TAISHA,GAD Municipal,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,5,0.8333333333333334,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TENA,GAD Municipal,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,2,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TULCÁN,GAD Municipal,0,0,0,0,0,0,0,7,0,3,0,0,0,0,7,22,10,0.3181818181818182,1.4285714285714286
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ALAUSI,GAD Municipal,0,0,0,3,0,0,0,22,0,14,0,0,0,0,32,100,39,0.32,1.21875
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ARENILLAS,GAD Municipal,1,0,0,1,0,0,0,0,0,2,0,0,1,0,2,2,5,1.0,2.5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BABAHOYO - GADM DE BABAHOYO,GAD Municipal,26,2,0,16,0,1,0,8,0,36,0,0,3,1,44,51,92,0.8627450980392157,2.090909090909091
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BAÑOS DE AGUA SANTA,GAD Municipal,0,0,0,0,0,0,0,4,0,10,0,0,0,0,10,10,14,1.0,1.4
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ,GAD Municipal,0,0,0,1,0,0,0,2,0,6,0,0,0,0,6,6,9,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CELICA,GAD Municipal,0,0,0,0,0,0,0,0,0,6,1,0,0,0,6,6,7,1.0,1.1666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHILLA,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,1,0.047619047619047616,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHINCHIPE,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,3,0.375,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA,GAD Municipal,1,0,0,1,0,0,0,6,0,12,0,0,1,0,17,41,21,0.4146341463414634,1.2352941176470589
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUMANDA,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DURAN,GAD Municipal,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,5,1.0,5.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ECHEANDIA,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ESMERALDAS,GAD Municipal,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,4,1.0,4.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUACHAPALA,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0.2727272727272727,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,GAD Municipal,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,6,0.75,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUAMOTE,GAD Municipal,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,12,10,0.8333333333333334,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,GAD Municipal,0,0,0,0,0,0,0,4,0,5,0,0,0,0,7,10,9,0.7,1.2857142857142858
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON HUAQUILLAS,GAD Municipal,0,0,0,0,0,0,0,2,0,10,0,0,0,0,11,11,12,1.0,1.0909090909090908
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JIPIJAPA,GAD Municipal,0,0,0,0,0,0,0,2,0,6,0,0,0,0,7,7,8,1.0,1.1428571428571428
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JUNIN,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA CONCORDIA,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA JOYA DE LOS SACHAS,GAD Municipal,0,0,0,0,0,0,0,4,0,19,0,0,0,0,19,55,23,0.34545454545454546,1.2105263157894737
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAS NAVES,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LATACUNGA ,GAD Municipal,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,18,18,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOGROÑO,GAD Municipal,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,44,11,0.25,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MACARA,GAD Municipal,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,6,0.75,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,GAD Municipal,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,6,1.0,3.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTALVO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MUISNE,GAD Municipal,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,4,6,1.0,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NARANJAL GADMCN,GAD Municipal,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,6,8,1.0,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON OLMEDO,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON OTAVALO,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO CARBO,GAD Municipal,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,7,6,0.5714285714285714,1.5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO VICENTE MALDONADO,GAD Municipal,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,4,1.0,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PINDAL,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PLAYAS,GAD Municipal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PORTOVIEJO,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUEVEDO,GAD Municipal,4,0,0,3,1,0,0,0,0,9,0,0,5,0,9,9,22,1.0,2.4444444444444446
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUINSALOMA,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SALCEDO,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,3,4,1.0,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN FRANCISCO DE PUEBLOVIEJO,GAD Municipal,2,0,0,2,0,0,0,6,0,4,0,0,2,0,10,20,16,0.5,1.6
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN PEDRO DE PELILEO,GAD Municipal,0,0,0,0,0,0,0,2,0,10,0,0,0,0,10,13,12,0.7692307692307693,1.2
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN VICENTE,GAD Municipal,2,0,0,1,0,0,0,1,0,4,0,0,1,0,4,4,9,1.0,2.25
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTA ANA,GAD Municipal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0.8,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO,GAD Municipal,0,0,0,0,0,0,0,1,0,9,0,0,0,0,10,15,10,0.6666666666666666,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO DE QUERO,GAD Municipal,0,0,0,0,0,0,0,1,0,9,0,0,0,0,9,9,10,1.0,1.1111111111111112
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SUCRE,GAD Municipal,2,0,0,1,0,0,0,0,0,2,0,0,2,0,2,2,7,1.0,3.5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON TOSAGUA,GAD Municipal,0,0,0,0,0,0,0,1,0,11,0,0,0,0,11,11,12,1.0,1.0909090909090908
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON VINCES GADMV,GAD Municipal,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,4,1.0,4.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,GAD Municipal,0,0,0,0,0,0,0,13,0,8,0,0,0,0,21,42,21,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN LA LIBERTAD,GAD Municipal,0,0,0,0,0,0,0,10,0,15,0,0,0,0,25,59,25,0.423728813559322,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA,GAD Municipal,1,0,0,1,0,0,0,0,0,15,0,0,0,0,15,18,17,0.8333333333333334,1.1333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN SUCÚA,GAD Municipal,1,0,0,0,0,0,0,1,0,5,0,0,0,0,6,8,7,0.75,1.1666666666666667
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL FRANCISCO DE ORELLANA ,GAD Municipal,0,0,0,0,0,0,0,10,0,50,0,0,0,0,50,52,60,0.9615384615384616,1.2
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DE  SARAGURO,GAD Municipal,0,0,0,0,0,0,0,1,0,7,0,0,0,0,8,8,8,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON SAQUISILI,GAD Municipal,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,3,4,1.0,1.3333333333333333
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL EL TAMBO,GAD Municipal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL LA TRONCAL,GAD Municipal,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,14,2,0.14285714285714285,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL NABON,GAD Municipal,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0.75,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN MIGUEL DE BOLIVAR,GAD Municipal,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN PEDRO DE HUACA,GAD Municipal,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,4,5,1.0,1.25
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPALDE SANTIAGO DE PILLARO,GAD Municipal,0,0,0,0,0,0,0,9,0,5,0,0,0,0,14,28,14,0.5,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPALIDAD DE AMBATO ,GAD Municipal,0,0,0,0,0,0,0,1,0,26,0,0,0,0,27,45,27,0.6,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA ASUNCION,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL CUYABENO,GAD Parroquial,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1.0,2.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE  CHITAN DE NAVARRETES,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE CALDERON,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE CRISTOBAL COLON,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE LA PAZ,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE LLANO CHICO ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL GUALEL,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL PIARTAL,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL CAMARONES ,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL COCHAPATA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHECA,GAD Parroquial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHIQUINTAD,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE EL CISNE,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE FUNDOCHAMBA,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUANGAJE,GAD Parroquial,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1.0,1.0
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUARAINAG,GAD Parroquial,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,1.0,1.0
